"ATM_Usage","ATM_Money","Day","Month","Season","Day_Of_Week","Is_Holiday","Date_Importance","HSupervisor","No_Service"
"710","1138657419","30","11","4","6","0","3.0","0.43","P"
"480","1841584776","8","10","4","3","0","1.0","0.35","P"
"362","743486500","23","12","4","2","1","3.0","0","P"
"145","185140000","9","2","1","5","0","2.0","1.35","P"
"613","1539978474","24","12","4","3","0","0.5","0.46","P"
"364","539603163","31","4","2","5","0","3.0","0.31","P"
"721","1878782255","6","10","4","1","0","0.0","0.02","P"
"469","1098945902","25","12","4","4","0","1.0","0.38","P"
"517","1441650020","22","10","4","3","0","0.1","0.38","P"
"568","1002958209","3","7","3","7","1","1.5","0","P"
"100","207420000","3","7","3","7","1","1.5","0","P"
"627","1547428700","6","12","4","6","0","0.1","0","P"
"367","1051692901","16","7","3","6","0","2.0","0.18","P"
"566","1311796985","7","6","2","1","0","0.1","0.15","P"
"679","1508683671","29","5","2","6","0","3.0","0.1","P"
"449","1145289699","30","3","1","1","0","3.0","0","P"
"159","521226854","27","1","1","6","0","0.5","0.57","P"
"564","1481221528","30","7","3","6","0","3.0","0.06","P"
"813","2706206144","26","10","4","1","0","0.1","0.16","P"
"775","2544166489","10","12","4","3","0","0.0","0.39","P"
"544","1031331000","21","6","2","1","0","2.0","0.06","P"
"497","1244620246","14","10","4","3","0","0.1","0.44","P"
"49","119807667","3","10","4","5","0","1.5","0.15","P"
"485","715367803","28","3","1","6","0","1.5","0.21","P"
"0","0","13","8","3","5","0","3.0","0","P"
"263","564654341","12","10","4","1","0","0.5","0","P"
"51","71000000","18","5","2","2","0","0.5","0","P"
"183","487199500","26","12","4","4","0","0.5","0","P"
"387","814372161","6","1","1","6","0","1.0","0.4","P"
"369","481612521","7","2","1","3","0","0.1","0.32","P"
"478","471625464","22","2","1","4","0","0.5","0.51","P"
"293","1120619905","3","11","4","1","0","0.1","9.39","P"
"625","626471417","24","3","1","2","0","0.5","0.31","P"
"684","995108000","1","1","1","1","1","5.0","0.41","P"
"197","226023953","8","12","4","7","1","0.0","0","P"
"845","1950470342","25","9","3","5","0","1.0","0.57","P"
"335","1075350528","22","4","2","3","0","0.1","0.22","P"
"918","1728666871","30","2","1","5","0","3.0","0.17","P"
"597","942733764","23","11","4","6","0","1.5","0","P"
"978","1129439846","4","9","3","5","0","0.5","0.15","P"
"1123","2123085721","1","2","1","4","0","3.0","0","P"
"481","904320985","21","4","2","2","0","0.0","0.03","P"
"665","1453943866","25","11","4","1","0","0.0","0.53","P"
"532","1597323728","5","1","1","5","0","1.5","0.48","P"
"431","596852714","7","3","1","6","0","0.5","0.23","P"
"580","1033680280","13","12","4","6","0","0.1","0.63","P"
"186","327893376","12","12","4","5","0","0.0","0","P"
"582","1409236523","4","9","3","5","0","0.5","0.4","P"
"551","1706273783","17","1","1","3","0","1.0","0.28","P"
"898","1455715237","23","12","4","1","0","0.0","0.5","P"
"416","887833564","31","4","2","5","0","3.0","0.23","P"
"1026","2470438477","1","10","4","3","0","3.0","0.43","P"
"469","1027881722","19","10","4","7","1","3.0","0","P"
"668","879272186","27","4","2","1","1","5.0","0","P"
"322","836520102","8","4","2","3","0","1.0","0.02","P"
"160","162756000","4","8","3","3","0","3.0","0","P"
"641","1788133380","2","12","4","1","0","0.5","0.27","P"
"489","1001871793","21","2","1","3","0","0.1","0.34","P"
"548","882342676","17","5","2","1","0","2.0","0.03","P"
"675","1568303143","28","6","2","1","0","1.5","0.04","P"
"609","1231044572","8","9","3","2","0","0.5","0.87","P"
"526","944306009","13","4","2","1","0","1.5","0.7","P"
"576","1477170000","19","12","4","5","0","0.1","0.53","P"
"287","516066332","8","10","4","3","0","1.0","0.53","P"
"592","1233968327","3","10","4","5","0","1.5","0.09","P"
"551","627956193","30","7","3","6","0","3.0","0.43","P"
"466","963658090","3","2","1","6","0","1.0","0.11","P"
"102","397084666","20","11","4","4","0","1.5","0.22","P"
"196","318910000","13","12","4","5","0","0.1","0.56","P"
"497","1250494000","23","3","1","1","0","0.1","0","P"
"199","179039000","9","11","4","6","0","3.0","0.33","P"
"618","1033986532","5","8","3","4","0","0.5","0.72","P"
"11","25450000","17","12","4","3","0","0.5","0","P"
"587","1162167264","18","11","4","1","0","0.5","0.2","P"
"407","566377061","16","10","4","4","0","0.1","0.43","P"
"94","80166000","18","4","2","6","0","3.0","0.01","P"
"531","1721150809","7","8","3","6","0","2.0","0.19","P"
"241","985685500","26","6","2","6","0","0.1","0.4","P"
"801","851369263","25","2","1","7","1","2.5","0.12","P"
"328","480026000","15","12","4","7","1","2.0","0","P"
"416","556953650","18","10","4","6","0","1.5","1.04","P"
"734","3085324342","15","12","4","1","0","2.0","0.13","P"
"713","2498986770","15","2","1","4","0","1.0","0.43","P"
"461","790198225","17","2","1","6","0","1.0","0.1","P"
"435","926912020","11","1","1","5","0","3.0","0","P"
"572","1365185738","30","7","3","6","0","3.0","0","P"
"353","457734000","15","3","1","7","1","2.0","0","P"
"443","319733000","22","11","4","5","1","4.0","0","P"
"708","1152712139","24","10","4","5","0","0.0","0.41","P"
"415","1028996657","23","6","2","3","0","3.0","0.26","P"
"169","368944993","24","10","4","6","0","0.0","0.31","P"
"811","2328383512","18","11","4","2","0","0.5","0.15","P"
"752","1449247382","2","3","1","1","0","3.0","0.41","P"
"666","934459733","4","6","2","5","0","3.0","0.08","P"
"473","675562344","10","4","2","5","0","2.0","0.13","P"
"639","1374993000","30","10","4","5","0","3.0","0.46","P"
"249","253932000","15","3","1","7","1","2.0","0","P"
"344","798814773","17","6","2","4","0","1.0","0.78","P"
"622","1197819822","4","12","4","4","0","0.5","0.07","P"
"685","821023854","5","10","4","7","1","1.0","0","P"
"421","477832200","6","12","4","6","0","0.1","0.53","P"
"259","513885027","20","12","4","6","0","0.1","0.53","P"
"629","871857295","20","12","4","6","0","0.1","0.4","P"
"227","294988972","16","11","4","6","0","0.0","0.13","P"
"685","714014999","18","1","1","4","0","1.0","0.01","P"
"615","1238719431","4","3","1","3","0","0.5","0.1","P"
"450","1041949000","10","10","4","6","0","1.5","0","P"
"795","2031285737","28","9","3","1","0","1.5","0.06","P"
"314","661058600","11","6","2","5","0","1.0","0.37","P"
"358","315088202","26","10","4","7","1","0.1","0.03","P"
"647","888834318","13","12","4","5","0","0.1","0.55","P"
"0","0","18","10","4","7","1","0.0","0","P"
"354","778277394","6","1","1","6","0","1.0","0.04","P"
"550","1437007000","28","10","4","2","0","1.5","0.54","P"
"735","1027661698","30","2","1","5","0","3.0","0.43","P"
"639","1247663000","29","12","4","1","1","3.5","0","P"
"948","2414794983","22","1","1","1","0","0.5","1.34","P"
"499","820384743","29","9","3","2","0","3.0","0","P"
"605","1124399528","5","1","1","5","0","1.5","0.53","P"
"599","1906481393","8","10","4","3","0","1.0","0","P"
"1030","2350601278","1","10","4","4","0","3.0","0.49","P"
"391","441374166","7","11","4","4","0","0.5","0.16","P"
"799","812669451","29","11","4","6","0","3.0","0.12","P"
"727","858404800","27","3","1","5","0","2.0","0","P"
"547","1411715000","21","7","3","4","0","1.0","0.11","P"
"507","1416579841","2","10","4","5","0","1.5","1.04","P"
"843","1276334849","27","11","4","3","0","0.5","0.01","P"
"624","1447001094","29","4","2","3","0","3.0","0.05","P"
"881","2044037121","25","11","4","1","0","0.0","0.01","P"
"485","1036311742","21","10","4","3","0","0.0","0.59","P"
"360","542330000","7","3","1","6","0","0.5","0.49","P"
"325","368746316","30","1","1","2","0","3.0","0.04","P"
"707","1989512704","21","6","2","1","0","2.0","0.19","P"
"448","801058000","11","1","1","5","0","3.0","0.44","P"
"512","674905639","13","2","1","2","0","1.5","0.59","P"
"464","988771817","21","8","3","6","0","0.0","0.24","P"
"505","866212374","19","2","1","1","0","0.0","0.41","P"
"195","210491793","14","3","1","6","1","3.0","0","P"
"357","899328893","10","2","1","6","0","1.5","0.26","P"
"427","427795108","29","8","3","7","1","3.0","0.03","P"
"803","1599934637","21","11","4","4","0","2.5","0.4","P"
"357","1314353804","3","4","2","5","0","0.1","0.37","P"
"443","804063545","24","10","4","6","0","0.0","0.27","P"
"772","1544803459","1","7","3","5","0","3.0","0.55","P"
"642","614934287","6","12","4","6","0","0.1","0.41","P"
"277","339526000","21","9","3","1","1","3.0","0.03","P"
"909","1447379021","20","12","4","6","0","0.1","0.08","P"
"544","1177998001","6","1","1","7","1","1.0","0","P"
"453","1138052000","20","3","1","5","0","1.0","0.52","P"
"501","1020927804","10","1","1","3","0","1.0","0.4","P"
"657","674238293","27","2","1","2","0","1.5","0.25","P"
"488","1290082000","26","9","3","6","0","2.0","0.1","P"
"501","555102119","22","10","4","3","0","0.1","0.64","P"
"384","311390221","21","12","4","6","0","0.0","0.42","P"
"411","1574339465","14","9","3","1","0","0.5","0","P"
"338","747451300","13","4","2","1","0","1.5","0.22","P"
"833","724455151","4","6","2","5","0","3.0","0.81","P"
"756","1865679618","21","4","2","2","0","0.0","0.56","P"
"360","1048473664","4","5","2","2","0","0.0","0.22","P"
"967","2567437524","7","9","3","1","0","2.0","0.54","P"
"506","916591963","16","9","3","3","0","3.0","0.45","P"
"223","466069915","22","4","2","3","0","0.1","0.38","P"
"541","882413479","23","10","4","5","0","1.0","0.41","P"
"164","414965000","17","11","4","1","0","0.1","0.46","P"
"548","1458169061","26","12","4","5","0","0.5","0.62","P"
"513","856305321","10","4","2","5","0","2.0","0.12","P"
"324","765620276","21","8","3","6","0","0.0","0.57","P"
"11","14320000","26","8","3","4","0","0.5","0","P"
"222","300370000","5","1","1","6","0","1.5","0.54","P"
"277","433695000","12","11","4","2","0","3.0","0.45","P"
"535","909922250","9","2","1","5","0","2.0","0.15","P"
"308","558786533","22","4","2","3","0","0.1","0.02","P"
"312","541680250","16","10","4","4","0","0.1","0.03","P"
"860","2989187413","3","12","4","2","0","0.5","0.06","P"
"759","1639115807","3","11","4","1","0","0.1","0.67","P"
"747","1981501380","23","12","4","1","0","0.0","0.17","P"
"749","1730969807","11","1","1","5","0","3.0","0.01","P"
"700","1410585909","3","12","4","2","0","0.5","0","P"
"68","179892000","3","9","3","4","0","0.1","0","P"
"781","1295243841","7","5","2","5","0","1.0","0.21","P"
"298","1148197732","31","5","2","1","0","3.0","0.17","P"
"360","508976594","6","2","1","2","0","0.0","0.23","P"
"547","920267385","15","2","1","4","0","1.0","2.68","P"
"362","754822615","6","1","1","6","0","1.0","0.04","P"
"650","1768803000","7","3","1","6","0","0.5","0.49","P"
"1131","1148153305","26","2","1","1","1","4.0","0.07","P"
"299","552040611","3","9","3","4","0","0.1","0.8","P"
"330","556498394","25","3","1","3","0","2.0","0.55","P"
"479","1076072698","7","8","3","6","0","2.0","0.02","P"
"530","1195007459","18","5","2","2","0","0.5","0.73","P"
"364","833020398","2","12","4","2","0","0.5","0.23","P"
"716","2210872400","3","9","3","4","0","0.1","0.02","P"
"985","3080811837","1","7","3","5","0","3.0","0.04","P"
"239","503874437","26","8","3","4","0","0.5","0.42","P"
"1069","1312599243","1","12","4","7","1","3.0","0","P"
"463","713553000","19","8","3","4","0","0.1","0.04","P"
"82","133793000","12","1","1","5","1","2.5","0","P"
"559","1062880565","23","1","1","2","0","0.0","0.29","P"
"565","650532630","24","11","4","7","1","0.1","0","P"
"604","1095853914","13","12","4","5","0","0.1","0.3","P"
"677","1741045154","1","5","2","6","0","3.0","0.27","P"
"345","398738000","5","9","3","6","0","2.0","0","P"
"562","1161970923","7","2","1","3","0","0.1","0.49","P"
"300","654466178","21","2","1","3","0","0.1","0.06","P"
"0","0","27","6","2","7","1","1.0","0","P"
"95","280014117","4","1","1","5","1","5.0","0.11","P"
"621","1752293861","5","5","2","3","0","0.1","0.11","P"
"344","669516230","6","10","4","2","0","0.5","0.07","P"
"296","518742000","20","7","3","3","0","1.0","0.58","P"
"718","1110564809","18","1","1","4","0","1.0","0.01","P"
"4","50000","6","9","3","7","1","0.5","0","P"
"520","535941927","28","8","3","6","0","3.0","0.01","P"
"417","1517724979","7","7","3","4","0","3.0","0.06","P"
"580","1529138237","13","10","4","1","0","0.5","2.19","P"
"299","437047781","21","12","4","6","0","0.0","0.19","P"
"412","810911134","17","10","4","5","0","0.5","0","P"
"269","551420000","15","11","4","6","0","1.0","0","P"
"613","1384533245","28","7","3","4","0","1.5","0.42","P"
"347","508825196","29","11","4","6","0","3.0","0.02","P"
"851","1971408817","29","4","2","3","0","3.0","0","P"
"445","1117166622","14","6","2","1","0","0.0","0.36","P"
"565","740454515","29","12","4","1","1","3.5","0","P"
"177","251805000","16","1","1","2","0","0.1","0.56","P"
"667","1577831939","30","7","3","6","0","3.0","0.02","P"
"826","1375417169","5","10","4","1","0","1.0","0.23","P"
"16","23100000","3","8","3","2","0","1.5","0","P"
"497","703402900","6","11","4","4","0","0.0","0.08","P"
"678","1304133000","6","7","3","3","0","1.5","0.36","P"
"173","232172171","13","1","1","6","1","4.0","0","P"
"715","1849525000","5","5","2","3","0","0.1","0.48","P"
"466","602748785","20","11","4","4","0","1.5","0.26","P"
"185","415451994","30","7","3","6","0","3.0","0.87","P"
"333","493913321","28","3","1","6","0","1.5","0.77","P"
"670","1601415927","24","12","4","2","0","0.1","1.22","P"
"680","1647659998","2","4","2","4","0","0.5","0.56","P"
"552","1196966743","18","4","2","6","0","3.0","1.06","P"
"452","1568722365","1","11","4","6","0","3.0","0.11","P"
"231","222360293","3","1","1","4","1","5.0","0","P"
"381","1289693742","22","6","2","2","0","1.5","0","P"
"100","267852581","4","1","1","4","1","5.0","0","P"
"564","1131098470","21","3","1","6","0","0.0","0.57","P"
"626","1684434488","19","11","4","2","0","2.0","0.03","P"
"456","1445410000","25","6","2","5","0","0.0","0.81","P"
"635","1155283443","28","9","3","1","0","1.5","0.26","P"
"1120","1440924231","1","1","1","1","1","5.0","0","P"
"756","1235975558","29","12","4","7","1","3.5","0","P"
"622","1338729471","16","12","4","1","0","0.5","0","P"
"291","350375773","26","12","4","4","0","0.5","0.01","P"
"289","658952110","26","10","4","1","0","0.1","0.09","P"
"47","59090000","9","4","2","4","0","0.5","0.38","P"
"844","2979532000","8","1","1","1","0","0.0","0.56","P"
"473","1010142000","3","7","3","7","1","1.5","0","P"
"597","587598985","5","3","1","4","0","0.1","0.02","P"
"890","1582980843","25","11","4","1","0","0.0","0.1","P"
"563","1288765155","5","2","1","1","0","0.0","0","P"
"552","1205376787","7","1","1","1","0","0.1","0.12","P"
"570","1048975183","19","1","1","5","0","1.0","0.21","P"
"148","90240000","14","11","4","4","0","0.1","0.47","P"
"1060","1515395631","27","7","3","3","0","0.5","0.03","P"
"334","765214324","10","2","1","6","0","1.5","0.24","P"
"241","389209000","22","7","3","5","0","1.0","0.39","P"
"277","647828545","29","11","4","6","0","3.0","0.07","P"
"946","1229501866","8","1","1","1","0","0.0","0.12","P"
"502","1055110070","17","9","3","4","0","0.5","0.51","P"
"556","2059534693","14","10","4","3","0","0.1","1.43","P"
"884","1506788022","2","2","1","5","0","2.0","0.04","P"
"1176","1880625450","1","9","3","2","0","3.0","0","P"
"304","686179618","5","1","1","5","0","1.5","0.07","P"
"424","438190110","16","11","4","6","0","0.0","0.03","P"
"17","6380000","19","9","3","6","1","3.0","0","P"
"771","617127453","8","11","4","5","0","1.5","0.39","P"
"895","2258011254","22","12","4","1","0","1.5","0.46","P"
"457","1199108853","15","9","3","2","0","2.0","0.02","P"
"636","881295602","6","12","4","5","0","0.5","0.51","P"
"463","1006114341","15","6","2","2","0","0.0","0.4","P"
"471","966967345","5","12","4","4","0","3.0","0.45","P"
"386","471017579","27","1","1","6","0","0.5","0.66","P"
"936","1741472840","29","4","2","3","0","3.0","0.29","P"
"660","1266993488","9","3","1","1","0","3.0","0.02","P"
"394","822028982","3","1","1","4","1","5.0","0","P"
"171","372337000","21","3","1","6","0","0.0","0.19","P"
"0","0","5","11","4","3","0","1.0","0","P"
"645","895994382","21","11","4","4","0","2.5","0.3","P"
"577","1547182604","26","8","3","4","0","0.5","0","P"
"581","982026411","20","11","4","4","0","1.5","0.04","P"
"0","0","20","6","2","7","1","0.5","0","P"
"804","1129734000","15","3","1","7","1","2.0","0","P"
"765","1783648930","27","12","4","5","0","1.5","0.12","P"
"1016","1276310207","27","5","2","4","0","0.5","0","P"
"372","541861498","9","6","2","3","0","0.0","0","P"
"642","1157768301","9","4","2","4","0","0.5","0.36","P"
"614","1652243080","20","2","1","2","0","0.0","0.56","P"
"300","438039618","20","5","2","4","1","3.0","0","P"
"611","1628617980","4","12","4","3","0","1.5","0.43","P"
"516","878606541","6","8","3","5","0","0.5","0.51","P"
"301","1292831000","10","2","1","6","0","1.5","0.43","P"
"801","2166788195","15","4","2","3","0","2.0","0.6","P"
"591","451533221","31","1","1","3","0","3.0","0.65","P"
"474","825480152","31","4","2","5","0","3.0","0","P"
"25","9741000","6","9","3","7","1","0.5","0","P"
"521","1298436263","25","7","3","1","0","1.0","0.68","P"
"810","2021206084","1","6","2","2","0","3.0","0","P"
"705","1376614596","17","1","1","3","0","1.0","1.03","P"
"241","355709790","17","12","4","2","0","2.0","0.53","P"
"270","553046000","24","2","1","6","0","3.0","0.73","P"
"780","1389334967","10","10","4","5","0","2.0","0.51","P"
"273","452204588","31","3","1","2","0","3.0","0.56","P"
"1135","1655159176","1","7","3","5","0","3.0","0","P"
"843","1591401798","27","12","4","6","0","1.5","0","P"
"352","618177560","4","6","2","5","0","3.0","1.73","P"
"295","739402870","13","11","4","3","0","0.5","0.54","P"
"748","957545620","27","9","3","7","1","0.5","0","P"
"414","483920828","31","5","2","1","0","3.0","0.12","P"
"436","994649720","5","1","1","6","0","1.5","0.04","P"
"905","1281742386","13","8","3","5","0","3.0","0","P"
"166","267589045","2","8","3","1","1","4.0","0","P"
"339","443315756","28","8","3","6","0","3.0","0.4","P"
"885","1572764492","3","5","2","1","0","0.1","0.78","P"
"735","1265029265","22","12","4","1","0","1.5","0.39","P"
"187","455296029","17","1","1","3","0","1.0","0.93","P"
"257","329580166","3","12","4","2","0","0.5","0","P"
"596","1848310440","19","12","4","5","0","0.1","0.02","P"
"428","1197101605","20","10","4","2","0","0.0","0","P"
"587","1290956305","28","12","4","6","0","2.5","0.53","P"
"30","27919000","13","1","1","6","1","4.0","0","P"
"445","753099739","28","12","4","6","0","2.5","0.05","P"
"518","954145254","21","11","4","5","0","2.5","0.44","P"
"584","1480263654","28","6","2","1","0","1.5","0.12","P"
"867","1415848796","11","12","4","3","0","0.0","0.51","P"
"638","827287144","4","7","3","1","0","0.1","0.16","P"
"583","2036015582","5","1","1","5","0","1.5","1.7","P"
"577","1424259993","9","6","2","3","0","0.0","0","P"
"603","823185215","29","8","3","7","1","3.0","0","P"
"320","1586186621","5","1","1","6","0","1.5","0.1","P"
"311","395180000","13","1","1","7","1","4.0","0","P"
"916","1151622665","9","1","1","2","0","0.1","0.12","P"
"536","1340397113","5","1","1","5","0","1.5","0.03","P"
"759","776591046","22","11","4","5","1","4.0","0","P"
"541","920984241","23","10","4","5","0","1.0","0","P"
"282","700669781","18","10","4","6","0","1.5","0.22","P"
"687","1037208099","3","4","2","5","0","0.1","0.02","P"
"445","1362785551","28","6","2","1","0","1.5","0.04","P"
"927","979303583","23","4","2","4","0","0.5","0.13","P"
"514","918931401","21","9","3","1","1","3.0","0.01","P"
"389","2331108333","23","10","4","4","0","1.0","0","P"
"646","1721124199","21","2","1","3","0","0.1","0.55","P"
"0","0","4","5","2","2","0","0.0","0","P"
"788","1110401074","1","5","2","6","0","3.0","0.01","P"
"582","523569334","28","2","1","3","0","1.5","0.01","P"
"490","697645620","6","12","4","6","0","0.1","0.26","P"
"577","1105425600","2","6","2","3","0","1.0","0.04","P"
"496","1040973694","7","7","3","4","0","3.0","0.24","P"
"878","952708441","25","3","1","3","0","2.0","0.08","P"
"289","345847000","2","1","1","2","1","5.0","0.51","P"
"797","2218235064","18","11","4","2","0","0.5","0.4","P"
"135","382285076","23","11","4","6","0","1.5","1.73","P"
"663","2123465694","2","12","4","1","0","0.5","0.42","P"
"352","570790081","16","10","4","5","0","0.0","0","P"
"228","436659748","31","3","1","2","0","3.0","2.69","P"
"793","1361054804","7","11","4","4","0","0.5","0.69","P"
"333","1025981688","28","3","1","6","0","1.5","0.07","P"
"721","1514507576","5","5","2","3","0","0.1","0.09","P"
"363","625292929","18","1","1","4","0","1.0","0.07","P"
"789","1377941224","27","2","1","2","0","1.5","0.23","P"
"703","1213268012","4","12","4","4","0","0.5","0.06","P"
"372","668337365","7","3","1","6","0","0.5","0.43","P"
"517","761347613","6","9","3","7","1","0.5","0","P"
"742","1398130958","29","12","4","7","1","3.5","0.25","P"
"484","874069444","25","12","4","3","0","1.0","0.01","P"
"587","1265656512","3","3","1","2","0","3.0","0.44","P"
"399","586855659","8","10","4","3","0","1.0","0","P"
"0","0","20","12","4","6","0","0.1","0","P"
"508","947308473","19","11","4","2","0","2.0","0.22","P"
"456","1222210974","31","4","2","5","0","3.0","0.25","P"
"453","582891400","30","2","1","5","0","3.0","0.16","P"
"472","729845742","15","1","1","1","0","0.1","0.25","P"
"520","914147689","17","8","3","2","0","0.5","0.42","P"
"514","1117556157","30","7","3","6","0","3.0","0.46","P"
"655","1177198719","11","1","1","4","0","1.5","0.71","P"
"388","661290000","7","5","2","5","0","1.0","0.46","P"
"685","1691004740","22","12","4","1","0","1.5","0","P"
"792","2227722725","27","12","4","5","0","1.5","0.2","P"
"296","556486000","20","4","2","1","0","0.0","0","P"
"1093","3343073703","25","12","4","3","0","1.0","0.68","P"
"420","514383000","23","11","4","7","1","1.5","0","P"
"609","1417461389","22","1","1","1","0","0.5","0.61","P"
"738","1041616256","28","12","4","6","0","2.5","0.17","P"
"611","709660620","30","10","4","5","0","3.0","0.38","P"
"280","597307380","4","1","1","4","1","5.0","0","P"
"562","1617625000","26","12","4","4","0","0.5","0.06","P"
"621","857379602","4","1","1","4","1","5.0","0","P"
"337","511598284","11","10","4","6","0","3.0","0.65","P"
"587","679286592","22","10","4","3","0","0.1","0.4","P"
"433","850411718","12","9","3","6","0","2.0","0.41","P"
"616","967676668","14","6","2","1","0","0.0","0","P"
"164","172820568","8","3","1","7","1","1.5","0","P"
"657","992807147","25","12","4","3","0","1.0","0.39","P"
"482","1614053932","10","12","4","2","0","0.0","0.53","P"
"400","570862181","1","5","2","6","0","3.0","1.71","P"
"588","624014732","8","11","4","5","0","1.5","0.47","P"
"559","1144528286","5","8","3","4","0","0.5","0.79","P"
"332","485741695","9","4","2","4","0","0.5","0.55","P"
"1028","2883784289","23","10","4","4","0","1.0","0","P"
"493","497675680","11","1","1","4","0","1.5","0.52","P"
"343","1211431338","29","11","4","5","0","3.0","0.14","P"
"524","1334771605","30","8","3","1","0","3.0","0.73","P"
"496","690863488","27","3","1","5","0","2.0","0.07","P"
"487","1134943000","18","11","4","2","0","0.5","0.53","P"
"662","1270001903","28","5","2","5","0","2.0","0.33","P"
"510","1432582363","17","12","4","2","0","2.0","0.47","P"
"1183","1347059004","1","2","1","4","0","3.0","0.01","P"
"136","185590000","14","5","2","5","0","1.0","0.09","P"
"386","851151050","15","7","3","5","0","0.5","0.51","P"
"596","1375951338","21","12","4","6","0","0.0","0","P"
"486","1300898893","5","10","4","1","0","1.0","0.5","P"
"329","851559279","24","3","1","2","0","0.5","0.53","P"
"853","1754448664","26","12","4","5","0","0.5","0.16","P"
"489","933269002","4","2","1","7","1","0.0","0","P"
"268","510326196","16","10","4","4","0","0.1","1.01","P"
"73","78070000","14","3","1","6","1","3.0","0","P"
"751","1541738705","3","12","4","3","0","0.1","0.35","P"
"661","1631197918","6","7","3","3","0","1.5","0.25","P"
"639","1171876198","9","3","1","1","0","3.0","0.82","P"
"309","1204532521","19","11","4","3","0","2.0","0.43","P"
"25","47210000","9","10","4","4","0","0.5","0","P"
"518","1037449000","28","12","4","7","1","2.5","0.02","P"
"314","256742960","14","3","1","6","1","3.0","0.03","P"
"597","1782866064","25","12","4","4","0","1.0","0.49","P"
"273","463019738","16","11","4","7","1","0.0","0.02","P"
"73","232617000","22","5","2","6","0","0.1","0.02","P"
"290","489912237","6","11","4","3","0","0.1","0.04","P"
"541","577450000","27","6","2","7","1","1.0","0","P"
"459","758631400","12","3","1","4","0","2.5","0.7","P"
"437","909322098","7","8","3","6","0","2.0","0.94","P"
"615","1008944364","10","10","4","5","0","2.0","0","P"
"487","1231520600","27","12","4","6","0","1.5","0.65","P"
"762","1085623109","24","10","4","5","0","0.0","0.44","P"
"772","943321171","2","12","4","1","0","0.5","0.07","P"
"283","688295449","18","10","4","6","0","1.5","0.02","P"
"544","985721734","3","10","4","6","0","2.0","0.46","P"
"375","1315317704","3","10","4","6","0","2.0","0","P"
"537","1285474230","13","11","4","4","0","0.5","0.34","P"
"607","1191981000","15","7","3","5","0","0.5","0.22","P"
"513","944688317","4","1","1","5","1","5.0","0.15","P"
"678","1264410573","4","8","3","3","0","3.0","0","P"
"36","28150000","15","3","1","7","1","2.0","0","P"
"52","27888000","18","10","4","6","0","1.5","0","P"
"320","477158242","23","12","4","1","0","0.0","0","P"
"492","880915166","18","8","3","3","0","2.0","0.03","P"
"387","750003000","19","5","2","3","0","1.5","0.45","P"
"556","1343522559","5","2","1","1","0","0.0","0","P"
"706","2065427982","4","10","4","6","0","3.0","0.42","P"
"693","1057634179","16","3","1","1","0","0.1","0.06","P"
"30","34063000","20","10","4","2","0","0.0","0","P"
"235","121693000","21","12","4","6","0","0.0","0.45","P"
"711","1502438274","29","11","4","6","0","3.0","0","P"
"561","997050147","29","6","2","2","0","3.0","0","P"
"525","1861489715","12","12","4","5","0","0.0","0.9","P"
"649","1037583903","4","10","4","7","1","3.0","0","P"
"265","312315087","26","1","1","5","0","0.1","1.31","P"
"514","1164634407","6","12","4","5","0","0.5","0.05","P"
"512","914035261","28","9","3","1","0","1.5","0.33","P"
"133","288891562","11","5","2","2","0","0.0","6.04","P"
"301","286289000","8","3","1","7","1","1.5","0","P"
"371","1115402360","26","6","2","6","0","0.1","0.52","P"
"30","97440000","4","1","1","5","1","5.0","0","P"
"607","1548506229","18","7","3","1","0","0.1","0.02","P"
"78","110630000","4","3","1","3","0","0.5","0.01","P"
"343","591056048","18","12","4","4","0","2.0","0","P"
"196","379510000","21","11","4","5","0","2.5","0.13","P"
"567","1096928235","2","12","4","1","0","0.5","0.13","P"
"336","629637155","10","2","1","6","0","1.5","0.56","P"
"546","1376980323","15","9","3","2","0","2.0","0.77","P"
"387","483387000","12","2","1","1","1","4.0","0","P"
"596","938085227","8","1","1","1","0","0.0","0.04","P"
"541","896932625","22","1","1","1","0","0.5","0.07","P"
"537","1319580192","15","10","4","3","0","1.0","0.77","P"
"586","1400242175","21","6","2","1","0","2.0","0.6","P"
"483","1127958252","12","12","4","5","0","0.0","0","P"
"448","743042808","10","2","1","6","0","1.5","0","P"
"703","1271167892","26","2","1","1","1","4.0","0.35","P"
"229","437879511","6","2","1","2","0","0.0","1.26","P"
"509","1063175000","8","11","4","6","0","0.0","0.47","P"
"312","788669160","5","5","2","3","0","0.1","0.43","P"
"468","1026324625","31","3","1","2","0","3.0","0.42","P"
"379","531629714","20","2","1","2","0","0.0","0.01","P"
"438","1473416381","3","1","1","4","1","5.0","0.34","P"
"448","643781781","14","2","1","3","0","2.0","0.44","P"
"344","859828000","10","2","1","6","0","1.5","0.39","P"
"341","576525000","10","9","3","4","0","2.5","0.42","P"
"612","1571867200","18","11","4","2","0","0.5","0.78","P"
"486","1715462868","24","11","4","1","0","1.5","0.56","P"
"560","912975898","8","6","2","2","0","1.0","0.25","P"
"363","659464000","6","7","3","3","0","1.5","0.51","P"
"736","1234771973","30","2","1","5","0","3.0","0.31","P"
"402","971817580","6","12","4","5","0","0.5","0.41","P"
"699","1015154236","25","1","1","4","0","1.0","0.82","P"
