Date,ATM_ID,Total_Of_Transactions,Total_Of_Services,Total_Of_Bills,Total_Of_Transfers,Total_Of_Dispenses,HSuperviser,No_Service
1394/12/17,4529,677,2928790,4298000,1180676326,222750000,0.03,0.21
1394/12/17,4554,162,0,3435000,227150000,46350000,0.45,2
1394/12/17,3785,131,3600000,7958000,116125000,44900000,0,0.08
1394/12/17,3786,248,3361250,3633000,366916503,82000000,0.36,1.63
1394/12/17,3787,250,0,2700000,351847000,94900000,0.29,1.29
1394/12/17,3788,384,0,11425000,386350000,171300000,0.27,1.21
1394/12/17,3789,189,0,1008000,617079500,29500000,0,0.13
1394/12/17,3790,47,0,13917000,66200000,13350000,0,0.08
1394/12/17,3791,191,3935000,9897000,436756000,63300000,0,0.17
1394/12/17,594,399,0,10929000,1310412845,100300000,0,0.08
1394/12/17,1949,794,1400000,1367000,1124698000,283140000,0.56,2.79
1394/12/17,1950,475,5055351,410000,697008851,229250000,0.09,0.5
1394/12/17,2503,903,11581250,3545000,931960714,231750000,0.39,1.75
1394/12/17,2504,703,6009099,22588000,1648142396,246900000,0.31,1.38
1394/12/17,3254,272,6019045,3345000,448279000,71300000,0,0.13
1394/12/17,3792,450,0,5803000,422779672,127250000,0.04,0.25
1394/12/17,4337,552,316077795,2776000,1650209607,178650000,0.01,0.46
1394/12/17,4431,464,0,84593000,554410000,194250000,0.02,0.21
1394/12/17,4432,469,0,13023000,995855300,157500000,0.06,3.66
1394/12/17,4433,448,5100730,3656000,227320000,229300000,0.43,1.92
1394/12/17,4434,506,1750000,4009000,778585912,168800000,0.01,0.17
1394/12/17,4435,517,19985976,10148000,901457521,128300000,0.16,0.75
1394/12/17,4540,174,15734269,2662000,164978000,43800000,0,0.33
1394/12/17,4541,152,0,200000,277990000,38450000,0,0.13
1394/12/17,4733,18,0,0,21100000,11300000,0.05,3.21
1394/12/17,4796,31,4270000,461000,38875000,13700000,0,0.08
1394/12/17,1951,498,29960004,7355000,771364074,171300000,0.04,0.25
1394/12/17,1952,447,4000000,4761000,750860000,145100000,0.26,1.21
1394/12/17,1953,428,4000000,5984000,678175302,117600000,0.11,0.58
1394/12/17,1954,436,8979204,6156000,687639157,103300000,0.29,1.33
1394/12/17,1955,492,4230000,12357000,1427080431,136300000,0.36,1.63
1394/12/17,1956,445,4527068,3463000,863731000,177700000,0.01,0.17
1394/12/17,1957,612,5611731,5739000,1259529711,178300000,0.16,0.79
1394/12/17,1958,304,1527618,2419000,770330000,86000000,0,0.58
1394/12/17,3442,414,6350252,5283000,916679200,117300000,0.07,0.38
1394/12/17,3443,429,3351962,10510000,633995000,139300000,0,0.08
1394/12/17,3444,218,4083099,3051000,204493000,43400000,0,0.13
1394/12/17,3446,480,28460761,8245000,704109000,194000000,0.48,2.08
1394/12/17,1021,272,0,1223000,532098000,61500000,0.02,1.33
1394/12/17,1959,304,1675834,3232000,698522690,109400000,0.15,0.75
1394/12/17,1960,491,0,1599000,1514670000,145450000,0.54,2.33
1394/12/17,1961,494,0,3038000,1044872200,164650000,0.29,1.33
1394/12/17,1962,824,10731643,4529000,1670963250,302500000,0.13,2.05
1394/12/17,1963,561,3680000,3433000,2486346472,165850000,0.25,1.13
1394/12/17,1964,653,2260504,3871000,816676000,195700000,0.19,2.55
1394/12/17,1965,852,5240000,5112000,1351514500,300600000,0.15,0.88
1394/12/17,1966,826,0,26850000,2295560317,329800000,0.45,3.09
1394/12/17,2526,415,0,1904000,882696888,166700000,0.44,23.96
1394/12/17,1258,191,0,180000,376630000,54400000,0.34,2.17
1394/12/17,1739,385,0,3013000,353662170,125000000,0.25,1.13
1394/12/17,1740,990,11294578,4619000,832026413,355800000,0.08,3.84
1394/12/17,1741,620,0,8264000,1012480308,179500000,0.06,0.33
1394/12/17,1742,895,1666253,25589000,1780251000,291400000,0.66,2.83
1394/12/17,1743,529,13022939,4445000,440822183,156650000,0.18,0.83
1394/12/17,1744,637,5874006,10255000,1182575000,225400000,0.44,2.34
1394/12/17,1745,504,2667003,7422000,842290367,195800000,0.33,1.5
1394/12/17,1746,724,315710000,1034000,1809913687,257100000,0.14,1.46
1394/12/17,1747,665,5924925,3504000,2117358000,199000000,0.18,29.13
1394/12/17,1748,588,19775455,7390000,1550743395,173000000,0.24,1.17
1394/12/17,1968,861,0,13732000,1650153189,346200000,0.04,1.29
1394/12/17,1969,385,1840000,680000,670000000,149200000,0.03,1.13
1394/12/17,1970,443,3619064,1473000,655625470,157900000,0,0.12
1394/12/17,1971,801,3030000,5051000,1443402238,300700000,0.07,0.38
1394/12/17,3047,597,836073,6261000,464681900,199400000,0.05,0.29
1394/12/17,3048,540,4800000,4494000,857069392,191200000,0.14,0.71
1394/12/17,3049,474,8674485,3614000,730223542,148150000,0.01,0.13
1394/12/17,3050,524,0,14347000,1384844905,164150000,0,1.55
1394/12/17,3709,383,44745003,4217000,1419880548,105200000,0.23,4.16
1394/12/17,3710,584,6890872,722000,1589501000,128600000,0.22,1
1394/12/17,4252,180,0,5688000,201169325,49100000,0.34,13.79
1394/12/17,3711,314,15541901,1269000,526452555,79000000,0.04,0.25
1394/12/17,3712,484,1643596,5065000,637700200,178800000,0.41,1.79
1394/12/17,3713,511,19314964,11684000,1274282000,147100000,0.15,0.67
1394/12/17,3714,209,0,1622000,295580000,57300000,0,0.13
1394/12/17,3715,181,1400000,500000,415410000,91500000,0.46,3.38
1394/12/17,3716,647,0,5778000,2150886124,217200000,0.16,4
1394/12/17,3717,0,0,0,0,0,0,100
1394/12/17,3051,641,21433863,29009000,1989878384,169200000,0.31,1.38
1394/12/17,3052,242,0,2742000,325090000,72700000,0.21,0.96
1394/12/17,3053,590,12759497,19339000,2053840000,193700000,0.33,14.04
1394/12/17,3054,582,7720000,5906000,835614112,210650000,0.3,1.33
1394/12/17,3055,639,5802493,6886000,1124420000,249300000,0.47,2.08
1394/12/17,3056,408,6104351,7877000,678219307,202250000,0.03,0.5
1394/12/17,3057,551,0,5624000,1096433038,204400000,0.56,3.67
1394/12/17,3058,504,1333333,3801000,1184250000,169200000,0.14,0.67
1394/12/17,2264,139,0,317000,520082462,41400000,0.3,2.84
1394/12/17,2277,298,0,1495000,628162080,82000000,0.19,0.88
1394/12/17,3059,598,8700000,1794000,692968155,203300000,0.46,2
1394/12/17,3060,547,18674988,20177000,1350990849,181600000,0,0.96
1394/12/17,3061,365,11025152,5111000,469731923,92150000,0.12,0.58
1394/12/17,3062,610,15261519,13463000,1688296822,169720000,0.56,3.25
1394/12/17,4784,367,9955779,3390000,658346400,127700000,1.57,6.58
1394/12/17,4859,60,0,3220000,64050000,32500000,0.55,2.38
1394/12/17,4015,65,0,150000,98148213,18600000,0,0.08
1394/12/17,3230,564,4404395,10688000,464321000,205000000,0.31,1.58
1394/12/17,3231,234,40000000,1736000,327251450,96200000,0.24,1.13
1394/12/17,3232,482,30159232,2962000,533722000,133800000,0.15,1.96
1394/12/17,3233,349,9605308,9817000,757863000,136400000,0.07,43.12
1394/12/17,3234,423,850000,1683000,396419717,175250000,0.19,3.46
1394/12/17,3235,688,2800000,10872000,1461030120,235000000,0.14,0.71
1394/12/17,2308,588,4725236,5059000,926457000,182550000,0.04,0.71
1394/12/17,1809,637,9805295,24403000,936551195,192000000,0.06,1.05
1394/12/17,1810,349,1668169,580000,469742000,132300000,0.08,1.59
1394/12/17,1811,409,8945628,5383000,482787396,135450000,0.03,1
1394/12/17,1818,169,0,510000,206920000,58900000,0,0.08
1394/12/17,1876,562,24322828,2467000,812555257,163100000,0.3,1.67
1394/12/17,2330,151,13226031,200000,325705001,42600000,0.24,2.41
1394/12/17,2331,646,11348919,5869000,684134000,193600000,0.14,0.75
1394/12/17,2332,473,545304,5557000,717143600,160200000,0.18,0.88
1394/12/17,2333,517,3064610,5026000,869180000,178000000,0.02,0.17
1394/12/17,2334,630,1408153,5912000,853920000,223100000,0.06,0.37
1394/12/17,2474,400,6070000,4415000,702505275,116200000,0.05,0.29
1394/12/17,2737,387,5694911,2057000,1136463000,130500000,0.42,4.8
1394/12/17,2738,416,48773191,4635000,1259193400,135000000,0,34.12
1394/12/17,2739,290,0,2100000,539268698,66200000,0.14,0.71
1394/12/17,2740,549,4207359,31924000,937795000,204500000,0.7,3
1394/12/18,459,379,3416226,8249000,755298700,119250000,0.26,1.17
1394/12/18,3554,93,3242640,3246000,104320000,14150000,0,0.08
1394/12/18,4528,884,9440336,6658000,2069518255,267100000,0.32,1.46
1394/12/18,4529,678,1507003,3151000,1012679537,249800000,0.07,0.38
1394/12/18,4733,48,0,5871000,85700000,9300000,0,0.04
1394/12/18,3901,259,0,2036000,465190000,73300000,0.28,1.25
1394/12/18,3902,104,0,10531000,175303000,29200000,0.05,25.91
1394/12/18,4203,287,9739774,2111000,388315000,84250000,0.34,1.67
1394/12/18,4431,325,2926773,3348000,359000000,143150000,0.02,7.21
1394/12/18,4432,378,0,2661000,614140000,136900000,0.6,17.5
1394/12/18,4540,156,0,13778000,150660000,32200000,0.05,0.41
1394/12/18,3254,291,6233333,1719000,218240000,96950000,0.06,0.42
1394/12/18,4554,148,0,3482000,121527000,41800000,0.52,2.25
1394/12/18,3785,114,0,10508000,71522000,28500000,0,0.08
1394/12/18,3786,232,0,2109000,463410000,79000000,0.41,1.91
1394/12/18,3787,264,0,460000,451434000,87600000,0,5
1394/12/18,3788,417,0,3082000,676349000,158000000,0.21,1.63
1394/12/18,3789,197,0,447000,685080000,46150000,0,3.54
1394/12/18,3790,37,0,134000,26250000,10500000,0,0.13
1394/12/18,3791,204,3042989,3428000,255780000,59900000,0.39,3.83
1394/12/18,3792,447,0,490000,747741500,108350000,0.05,0.62
1394/12/18,594,374,6746405,9294000,1573022000,92700000,0.01,3.67
1394/12/18,1949,771,5000000,3471000,1376987063,295500000,0,4.67
1394/12/18,1950,454,166654545,777000,977437888,171100000,0.53,5.29
1394/12/18,1951,472,28456337,3845000,690778774,200900000,0.05,0.29
1394/12/18,2503,823,7354000,3041000,1019044794,225450000,0.5,2.88
1394/12/18,2504,689,0,6537000,1634933604,281900000,0.36,2.25
1394/12/18,4337,452,152871549,3564000,979794418,128950000,0.16,0.88
1394/12/18,4433,325,4890000,2934000,173560000,127700000,0.48,2.41
1394/12/18,4434,515,4039660,6051000,467610000,220800000,0.17,0.83
1394/12/18,4435,529,19150931,8631000,1735574000,172300000,0.29,1.58
1394/12/18,4541,156,1527618,1514000,301276299,48700000,0,0.13
1394/12/18,4924,92,5341975,1236000,143229020,16100000,0,0.08
1394/12/18,1952,482,11907000,2573000,511214320,131900000,0.04,0.33
1394/12/18,1953,459,13832736,5758000,1154815350,145200000,0.24,1.13
1394/12/18,1954,416,2640000,19852000,603186795,80500000,0.01,0.71
1394/12/18,1955,509,7852361,5382000,913525000,169700000,0.3,1.8
1394/12/18,1956,485,3095324,2036000,1352857000,194200000,0.34,2.42
1394/12/18,1957,628,5426534,7699000,1504115967,206600000,0.03,0.54
1394/12/18,1958,294,1736585,501000,556958007,97700000,0,0.51
1394/12/18,1959,401,4000000,1910000,476622866,180900000,0.19,0.88
1394/12/18,3442,416,0,3845000,869656842,131000000,0.21,1.88
1394/12/18,3443,490,3000000,6647000,908336200,170150000,0.19,1.67
1394/12/18,3444,213,0,2717000,262430000,42700000,0.03,2.29
1394/12/18,3446,624,15278167,16407000,774098387,251200000,0,0.08
1394/12/18,1021,245,9123296,2982000,516700000,62700000,0.07,2.42
1394/12/18,1960,447,5000000,6953000,1437930000,156000000,0.56,2.63
1394/12/18,1961,544,0,1632000,818915300,215700000,0,2.96
1394/12/18,1962,705,16666769,5857000,2076946648,247500000,0.09,1.67
1394/12/18,1963,496,13897212,4567000,1384657532,155650000,0.4,3.33
1394/12/18,1964,498,1389804,3026000,579103133,176650000,0.18,3.42
1394/12/18,1965,762,0,3268000,1178790000,277700000,0.49,3.5
1394/12/18,1966,698,8927200,7147000,1326267000,327700000,0.28,2.58
1394/12/18,1968,714,1527618,1396000,1261026555,329600000,0.04,1.63
1394/12/18,2526,616,1669685,3073000,1281770000,268700000,0.22,1.08
1394/12/18,1258,170,0,318000,428605000,47400000,0.02,9.25
1394/12/18,1739,402,900000,1551000,399548890,126250000,0.21,1.34
1394/12/18,1740,1009,63722088,2353000,810357000,358300000,0.35,3.34
1394/12/18,1741,605,18902463,11556000,1751105472,192300000,0.36,1.71
1394/12/18,1742,827,1400000,26421000,1897034787,325100000,0.43,2.17
1394/12/18,1743,483,10681785,5608000,380320698,153900000,0.23,1.04
1394/12/18,1744,688,7640000,4890000,1279707925,262800000,0.56,3.08
1394/12/18,1745,565,4073788,4249000,666410000,221400000,0.52,9.21
1394/12/18,1746,757,7821512,1127000,1545251958,255500000,0.09,2.21
1394/12/18,1747,637,13677428,13262000,1425025200,198500000,0.18,1.25
1394/12/18,1748,576,11319612,4276000,1260240000,195900000,0.18,0.88
1394/12/18,1969,313,3373226,1035000,932370000,123500000,0.19,1.26
1394/12/18,1970,340,0,5417000,684382000,95850000,0.03,0.21
1394/12/18,1971,796,20216213,11086000,1741042031,320100000,0.24,2.38
1394/12/18,2264,113,3080000,236000,324613746,28200000,0.18,0.96
1394/12/18,3047,629,4861325,9865000,738320742,224500000,0.14,0.67
1394/12/18,3048,687,16636799,1232000,949672973,211000000,0.04,0.25
1394/12/18,3049,452,12196336,3481000,747944673,157200000,0.59,2.58
1394/12/18,3050,512,6729251,9322000,1722497257,147300000,0.2,4.12
1394/12/18,3051,470,8457003,4478000,1275909570,137300000,0.93,4.21
1394/12/18,3709,221,0,11034000,550468000,55900000,0.26,2.12
1394/12/18,3710,576,8001606,2322000,1114625000,178700000,0.1,0.67
1394/12/18,3711,382,18040858,6481000,803906159,87100000,0.04,1.37
1394/12/18,4252,182,3014005,2492000,498000000,66700000,0,0.63
1394/12/18,3712,393,6933066,13554000,615968036,143750000,1.34,5.67
1394/12/18,3713,518,16595324,4228000,1131528740,178750000,0.05,0.33
1394/12/18,3714,243,29107677,859000,556820000,70900000,0,0.08
1394/12/18,3715,282,9811957,3700000,675168000,105300000,0,3.75
1394/12/18,3716,676,4422494,10603000,2032316396,191100000,0.02,1.96
1394/12/18,3717,343,2207048,1249000,458800000,128800000,0,54.92
1394/12/18,3052,261,7745336,6822000,213550971,75550000,0.23,1.04
1394/12/18,3053,582,0,8021000,1394695839,206200000,0.43,2.63
1394/12/18,3054,595,9243852,1272000,767573000,228050000,0,2.58
1394/12/18,3055,519,6420000,2993000,882752447,210600000,0.31,7.25
1394/12/18,3056,462,6403698,180774000,1080355500,161850000,0.24,1.13
1394/12/18,3057,479,1396859,2891000,836673000,172700000,0.05,12.51
1394/12/18,3058,500,6390175,811000,935407187,178050000,0.3,4.08
1394/12/18,3059,566,16075525,3407000,750458590,169500000,0.27,1.46
1394/12/18,2277,330,2907003,1411000,742540902,91800000,0.11,0.54
1394/12/18,3060,460,17469839,6640000,1150358062,161650000,0.72,5.67
1394/12/18,3061,390,18023234,4242000,473878013,114750000,0.51,2.71
1394/12/18,3062,336,833333,4716000,710469000,105400000,0.3,9.79
1394/12/18,4784,480,1500000,6886000,992900000,182500000,0,0.58
1394/12/18,4796,51,6484586,1869000,34290000,16300000,0,0.16
1394/12/18,4859,2,0,0,0,0,0,0.42
1394/12/18,4015,26,0,80000,19820000,6100000,0,0.04
1394/12/18,3230,554,15014795,2685000,559732564,201600000,0.35,2.04
1394/12/18,3231,221,5078933,982000,352870080,76500000,0.29,5.5
1394/12/18,3232,511,11891691,1130000,613580000,159800000,0.19,3.42
1394/12/18,3233,301,0,7703000,591510000,156500000,0.1,25.83
1394/12/18,3234,390,0,7287000,468911000,159750000,0.04,4.04
1394/12/18,3235,889,2050000,6600000,940756540,549100000,0.12,0.71
1394/12/18,2308,601,8994913,5532000,1048500698,207350000,0.36,1.71
1394/12/18,1809,673,4380000,22931000,854366282,221700000,0.28,3.51
1394/12/18,1810,351,4897168,2252000,459998989,136200000,0.27,1.42
1394/12/18,1811,542,26775484,1550000,653073549,154750000,0.17,2.25
1394/12/18,2474,334,12595518,1399000,500770000,110800000,0.03,0.88
1394/12/18,1818,202,0,2072000,210644715,55000000,0.04,1.54
1394/12/18,1876,590,24090676,2011000,843421691,190400000,0,0.08
1394/12/18,2330,126,6305428,1824000,255960000,21100000,0.25,22.33
1394/12/18,2331,734,22976719,1366000,983200422,249050000,0.16,0.79
1394/12/18,2332,459,99465756,9801000,481618863,154900000,0.09,0.46
1394/12/18,2333,491,0,3174000,1068176548,169300000,0.15,2.25
1394/12/18,2334,637,4101338,2818000,1074653000,195000000,0,9.04
1394/12/18,2737,463,4400000,5545000,1123040000,132500000,0.28,1.29
1394/12/18,2738,321,15468016,2688000,830985000,108800000,0.3,2.88
1394/12/18,2739,308,1668310,9639000,884156429,69200000,0.4,7.08
1394/12/18,2740,435,0,8507000,1387462500,128900000,0.39,1.88
1394/12/19,192,86,0,140000,48020000,46900000,0.58,50.67
1394/12/19,2332,463,763809,3380000,1021231394,142100000,0.11,0.46
1394/12/19,2333,572,0,7533000,937180000,207100000,0.01,0.04
1394/12/19,2334,690,7180000,6051000,1201938990,279900000,0.51,2.13
1394/12/19,459,341,154911276,11794000,944727993,82700000,0.25,1.21
1394/12/19,3235,710,0,3318000,1288526999,283900000,0.09,0.38
1394/12/19,4924,43,0,0,75670000,23600000,0,0
1394/12/19,3901,336,0,1052000,685820000,109800000,0,0
1394/12/19,3902,76,4853146,4370000,65715000,16300000,0.07,16.54
1394/12/19,4528,901,4696726,8277000,1645087786,301700000,0.37,1.58
1394/12/19,4529,606,1426041,3067000,867471200,245900000,0.07,4.34
1394/12/19,4554,121,0,2403000,49700000,42050000,0,0
1394/12/19,3554,69,0,617000,181900000,11600000,0.68,2.83
1394/12/19,3785,158,2389497,3502000,163071000,43300000,0,0
1394/12/19,3786,266,0,1731000,648246037,94100000,0.38,1.62
1394/12/19,3787,284,0,2423000,440530000,103100000,0.39,1.71
1394/12/19,3788,415,0,4095000,722125000,157700000,0,1.5
1394/12/19,594,406,19357430,12812000,1452587443,100100000,0.43,2.33
1394/12/19,2503,868,19708396,6287000,860032000,260400000,0.38,1.58
1394/12/19,3254,310,5020000,1750000,412976008,99450000,0.07,0.29
1394/12/19,3789,224,0,2783000,738139000,30850000,4.5,51.63
1394/12/19,3790,48,0,250000,62010000,18400000,0,0
1394/12/19,3791,166,1528790,659000,257654863,47750000,0,0.08
1394/12/19,3792,498,836895,7324000,595855000,175100000,0.16,3.71
1394/12/19,4203,333,11528078,5064000,501410000,99500000,0.27,1.13
1394/12/19,4337,510,140260233,3238000,948421081,184350000,0,0
1394/12/19,4431,354,1050000,843000,379318698,136200000,0.01,0.04
1394/12/19,4432,533,0,8393000,1050881163,181300000,0.04,0.17
1394/12/19,4433,399,4840749,940000,340040000,203600000,0.42,2.75
1394/12/19,4434,423,1000000,9286000,1189325000,141700000,0.25,1.04
1394/12/19,4435,570,25615255,3849000,1035199715,151000000,0.26,1.08
1394/12/19,4540,144,10290000,8925000,205958545,28700000,0,2.63
1394/12/19,4541,131,4370521,4049000,240300000,42000000,0,0
1394/12/19,4733,38,0,2506000,26140000,20950000,0,0
1394/12/19,4796,35,0,150000,62950000,5900000,0.2,0.83
1394/12/19,3444,209,0,7763000,276050000,44400000,0.15,0.8
1394/12/19,3446,588,693307,6711000,1634558820,242700000,0.01,0.04
1394/12/19,1949,730,4200000,1636000,1461874551,233720000,0.19,11.79
1394/12/19,1950,472,8249102,1049000,692320000,209700000,0.12,0.5
1394/12/19,1951,493,1787759,3458000,597139000,165800000,0.08,1.29
1394/12/19,1952,451,14900000,1705000,768894000,120900000,0,0
1394/12/19,1953,486,3086613,26129000,859981135,128300000,0.35,1.46
1394/12/19,1954,415,7420000,6281000,563977572,114800000,0.43,1.83
1394/12/19,1955,549,17348713,9793000,1500795000,169200000,0.37,2.13
1394/12/19,3442,348,3000000,13102000,912220362,109500000,0.03,1.3
1394/12/19,3443,372,0,11215000,528300000,124900000,0,6.54
1394/12/19,2504,856,3300000,20070000,1764367472,316400000,0,1.33
1394/12/19,1021,282,0,4807000,848641690,71400000,0.07,1.25
1394/12/19,1956,568,1085349,2969000,1200025436,251550000,0.36,1.54
1394/12/19,1957,596,2616666,8356000,1648937774,188400000,0.02,9.63
1394/12/19,1958,348,1700000,1939000,769050250,100200000,0.01,0.04
1394/12/19,1959,361,10513281,6270000,476936000,162060000,0.27,8.67
1394/12/19,1960,619,1400000,1915000,851414800,243250000,0.01,3.71
1394/12/19,1961,651,1386613,3253000,1494991978,215700000,0.28,1.17
1394/12/19,1962,796,5687366,4572000,1973835000,291200000,0.25,1.38
1394/12/19,1963,540,41947034,2458000,1676081851,178800000,0.3,1.25
1394/12/19,1258,227,0,190000,284840000,109500000,0.3,1.25
1394/12/19,2526,653,6871400,3126000,1170512320,265400000,0.11,0.46
1394/12/19,1739,460,4420000,740000,351730000,145150000,0.01,0.04
1394/12/19,1740,1067,15764053,2718000,1078740360,383600000,0.04,1.04
1394/12/19,1741,633,8548314,2253000,862958851,210500000,0.08,0.33
1394/12/19,1742,849,26717202,12279000,1733764939,368100000,0.54,3
1394/12/19,1743,447,10141881,4016000,338145500,140000000,0.4,11.29
1394/12/19,1744,616,3340000,13275000,1337256410,188100000,0.36,1.5
1394/12/19,1745,540,0,260149000,1537660000,172900000,0.47,1.96
1394/12/19,1746,768,4827181,2082000,2366944000,270800000,0.15,1.38
1394/12/19,1747,679,7298197,6213000,1676830900,228800000,0.62,4.01
1394/12/19,1748,563,2650000,1856000,1628101653,187900000,0.29,1.21
1394/12/19,1964,613,3899999,4809000,460512872,207500000,0,3.75
1394/12/19,1965,872,4523226,12455000,1287691026,315700000,0.14,0.58
1394/12/19,1966,803,0,8907000,1768139000,322800000,0.15,0.63
1394/12/19,1968,889,1527618,4492000,1984318398,380200000,0.15,2.92
1394/12/19,1969,336,26081654,440000,596370000,121600000,0.03,0.13
1394/12/19,1970,337,0,640000,561820000,113600000,1.04,5.21
1394/12/19,1971,735,19635835,6026000,1235394583,311700000,0.35,1.46
1394/12/19,3047,699,1700000,2794000,1162313413,233200000,0.41,1.88
1394/12/19,4252,163,6790000,2760000,90254390,53400000,0,43.75
1394/12/19,3709,331,1880000,778000,1247530541,97700000,0.22,1
1394/12/19,3710,663,4610969,3244000,1629575555,218800000,0.13,0.63
1394/12/19,3711,346,25964014,10954000,933783000,93400000,0.16,0.71
1394/12/19,3712,487,1530000,6752000,785008815,158800000,0.35,1.5
1394/12/19,3713,499,13767862,81770000,896226400,148800000,0.13,1.16
1394/12/19,3714,591,2400000,4279000,1639444498,158700000,0,26.5
1394/12/19,3715,337,10645000,6175000,658206715,127100000,0,0
1394/12/19,3716,715,6425499,17214000,1672267218,226500000,0.03,1.67
1394/12/19,3717,721,0,7666000,1100782000,286200000,0.18,0.92
1394/12/19,3048,583,3198790,4782000,755439400,197300000,0.06,1.42
1394/12/19,3049,468,8266833,6388000,800654629,139950000,0.55,2.37
1394/12/19,3050,613,4512354,21312000,1278938255,189200000,0.06,11.62
1394/12/19,3051,643,6918090,11326000,1645498635,219200000,0.29,1.25
1394/12/19,3052,214,6970000,2779000,263885000,60000000,1.07,4.67
1394/12/19,3053,576,5530000,11905000,1221735000,238000000,0.53,3.17
1394/12/19,3054,629,20092156,4559000,1429983565,218900000,0.54,2.67
1394/12/19,3055,675,6319879,1439000,1159061605,237000000,0.41,1.71
1394/12/19,2264,93,0,1438000,159599000,30300000,0,0
1394/12/19,2277,387,5400000,3256000,813153304,133200000,0.24,1
1394/12/19,3056,415,8592325,2674000,915340000,176950000,0.24,1.04
1394/12/19,3057,586,8982230,5671000,1407783500,210300000,0.17,1.33
1394/12/19,3058,523,18146823,10233000,671595000,160150000,0.3,1.25
1394/12/19,3059,550,10812901,1433000,635680000,195600000,0.24,1
1394/12/19,3060,616,17546495,9760000,1552910000,198650000,0,0
1394/12/19,3061,454,37188548,3994000,440581350,137900000,0.13,0.58
1394/12/19,3062,619,6369232,5526000,1757470113,182700000,0.24,1.17
1394/12/19,4784,410,13713421,14774000,749771000,169400000,0.81,3.38
1394/12/19,4859,59,0,1558000,98564000,28100000,0.8,6
1394/12/19,4015,29,0,0,14681000,11250000,0,0
1394/12/19,3230,696,4975295,4592000,1140049000,220500000,0.23,0.96
1394/12/19,3231,213,1680625,955000,294220000,72500000,0.26,1.08
1394/12/19,3232,396,60452168,2013000,610654000,96800000,0.1,1.83
1394/12/19,3233,403,21446003,5960000,577950000,142400000,0.06,16.83
1394/12/19,3234,504,0,3490000,817651230,179200000,0.08,0.33
1394/12/19,2739,346,0,3529000,824895000,74300000,0.07,0.33
1394/12/19,2740,448,3700000,3506000,1362840000,141800000,0.78,3.25
1394/12/19,2308,605,8406431,2173000,986851407,224150000,0.26,1.54
1394/12/19,23,32,0,270000,34800000,11600000,0.01,90.51
1394/12/19,1809,683,3290000,7474000,1161860298,216300000,0.04,2.21
1394/12/19,1810,370,4872262,850000,661770000,127500000,0,0
1394/12/19,1811,449,39129564,1431000,650998770,130350000,0.02,0.92
1394/12/19,1818,170,0,975000,254810015,48500000,0.04,0.17
1394/12/19,1876,542,26180587,7421000,890635959,118600000,0.42,3.55
1394/12/19,2330,187,30923061,5187000,314519791,33100000,0.24,1.04
1394/12/19,2331,777,16524785,1963000,951218615,295150000,0.37,7.67
1394/12/19,2474,371,50968274,2703000,1057343000,104500000,0.27,1.29
1394/12/19,2737,440,3658087,7221000,1021278000,125500000,0.19,0.79
1394/12/19,2738,408,5639611,2967000,936550119,149000000,0.21,0.88
1394/12/20,192,103,0,1109000,275460000,16800000,0,0.29
1394/12/20,2332,488,12105583,4309000,931410000,169450000,0.12,1.88
1394/12/20,2333,627,1386613,4870000,1161348470,242200000,0.27,5.42
1394/12/20,2334,623,0,2307000,779014470,216700000,0.58,3.13
1394/12/20,459,327,3450000,4073000,2249564162,81000000,0.11,0.5
1394/12/20,3235,566,0,4757000,1461156960,198300000,0.27,1.13
1394/12/20,3901,266,0,730000,643245000,81900000,0,0
1394/12/20,3902,139,12267972,1420000,248494000,25500000,0.12,0.58
1394/12/20,4528,821,7108290,7330000,1399725180,317000000,0.55,2.29
1394/12/20,4529,698,1100000,17084000,1141214500,253400000,0.13,0.54
1394/12/20,4554,148,0,2097000,72300000,47100000,0,0
1394/12/20,3554,86,0,1754000,70540000,20300000,0,0
1394/12/20,3785,12,0,0,9500000,5000000,0,0
1394/12/20,3786,309,0,2324000,586631774,106100000,0.26,1.08
1394/12/20,3787,347,0,6917000,680760000,134500000,0.33,1.38
1394/12/20,3788,394,0,5595000,627595513,143900000,0,1.83
1394/12/20,594,327,0,3080000,1090011000,100300000,0.1,0.42
1394/12/20,2503,820,29771906,6572000,932262688,221600000,0.32,1.33
1394/12/20,3254,234,35150530,5393000,508317019,42650000,0.15,0.63
1394/12/20,3789,265,0,6132000,909544055,49200000,0.16,0.67
1394/12/20,3790,63,0,230000,60517000,12750000,0,0
1394/12/20,3791,176,3220000,5379000,196340000,59950000,0.52,2.21
1394/12/20,3792,426,4213745,1830000,490183792,120300000,0.04,0.21
1394/12/20,4203,327,5808010,1643000,407750000,111600000,0.56,2.33
1394/12/20,4337,514,40150719,1718000,1037256577,169150000,0.12,6.08
1394/12/20,4431,244,0,533000,274375000,74050000,0.07,0.62
1394/12/20,4432,599,3149159,5671000,1237607867,223300000,0.49,2.04
1394/12/20,4433,280,5280275,880000,375830000,142900000,0.49,2.04
1394/12/20,4434,446,3391537,787000,817037738,151700000,0.12,0.54
1394/12/20,4435,544,3192913,2463000,831887017,228250000,0.17,0.71
1394/12/20,4540,154,0,3428000,144660084,40600000,0.04,0.17
1394/12/20,4541,223,0,4006000,831830000,52100000,0,0
1394/12/20,4733,8,0,495000,2000000,4700000,0,0
